1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	1
116	0
117	2
118	5
119	17
120	27
121	19
122	25
123	19
124	29
125	22
126	21
127	27
128	20
129	27
130	18
131	24
132	22
133	17
134	29
135	28
136	28
137	25
138	23
139	31
140	24
141	27
142	27
143	22
144	30
145	16
146	17
147	28
148	18
149	29
150	23
151	25
152	23
153	22
154	33
155	19
156	23
157	30
158	25
159	27
160	21
161	25
162	27
163	18
164	24
165	21
166	22
167	24
168	19
169	22
170	20
171	20
172	21
173	16
174	23
175	23
176	31
177	17
178	21
179	21
180	29
181	25
182	24
183	25
184	19
185	29
186	28
187	14
188	23
189	29
190	19
191	21
192	22
193	35
194	21
195	28
196	17
197	16
198	26
199	29
200	27
201	34
202	29
203	26
204	30
205	22
206	31
207	14
208	35
209	26
210	26
211	13
212	21
213	26
214	20
215	22
216	26
217	30
218	25
219	32
220	18
221	21
222	22
223	22
224	23
225	31
226	19
227	17
228	28
229	31
230	14
231	25
232	23
233	24
234	25
235	25
236	21
237	20
238	28
239	27
240	32
241	24
242	24
243	24
244	30
245	25
246	31
247	27
248	18
249	28
250	29
251	23
252	24
253	18
254	20
255	23
256	15
257	33
258	29
259	23
260	24
261	18
262	27
263	18
264	24
265	22
266	28
267	25
268	14
269	22
270	42
271	22
272	14
273	27
274	22
275	25
276	20
277	24
278	23
279	30
280	22
281	19
